file,event_type,event_subtype,text,context,trigger,trigger_text_start,trigger_text_end,trigger_context_start,trigger_context_end
nw/timex2norm/APW_ENG_20030418.0084,Justice,Appeal,"Sukma has been free on bail pending appeal, but the judges","Sukma has been free on bail pending appeal, but the judges on Friday ordered him to begin his sentence",appeal,36,41,36,41
nw/timex2norm/APW_ENG_20030418.0084,Justice,Sentence,the judges on Friday ordered him to begin his sentence,"Sukma has been free on bail pending appeal, but the judges on Friday ordered him to begin his sentence",sentence,46,53,94,101
nw/timex2norm/APW_ENG_20030418.0084,Justice,Sentence,"Anwar's adopted brother, Sukma Darmawan, who was convicted together with Anwar for sodomy in August 2000 and sentenced to six years in jail and whipping","The court also dismissed a joint appeal by Anwar's adopted brother, Sukma Darmawan, who was convicted together with Anwar for sodomy in August 2000 and sentenced to six years in jail and whipping",sentenced,109,117,152,160
nw/timex2norm/APW_ENG_20030418.0084,Justice,Sentence,He then began serving the nine-year prison sentence for sodomy,"He then began serving the nine-year prison sentence for sodomy, his lawyers said",sentence,43,50,43,50
nw/timex2norm/APW_ENG_20030418.0084,Justice,Convict,"The court also dismissed a joint appeal by Anwar's adopted brother, Sukma Darmawan, who was convicted together with Anwar for sodomy in August 2000","The court also dismissed a joint appeal by Anwar's adopted brother, Sukma Darmawan, who was convicted together with Anwar for sodomy in August 2000 and sentenced to six years in jail and whipping",convicted,92,100,92,100
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,birth to a baby boy early Saturday,"Shaquille O'Neal's wife gave birth to a baby boy early Saturday, eliminating any chance that the Los Angeles Lakers center might skip a playoff game to witness the birth",birth,0,4,29,33
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,birth to the couple's third child at 1:52 a.m. at a Los Angeles-area hospital,"Shaunie O'Neal gave birth to the couple's third child at 1:52 a.m. at a Los Angeles-area hospital, team spokesman John Black said",birth,0,4,20,24
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,delivery of a child,"We're really happy for the delivery of a child and the fact that everything's safe and sound and we can go forward from there,'' coach Phil Jackson said",delivery,0,7,27,34
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,birth,O'Neal had said he could not rule out missing a game to witness the birth,birth,0,4,68,72
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,"birth comes days after the death of O'Neal's maternal grandfather, Sirlester O'Neal","The birth comes days after the death of O'Neal's maternal grandfather, Sirlester O'Neal",birth,0,4,4,8
nw/timex2norm/APW_ENG_20030419.0358,Life,Be-Born,"a baby boy early Saturday, eliminating any chance that the Los Angeles Lakers center might skip a playoff game to witness the birth","Shaquille O'Neal's wife gave birth to a baby boy early Saturday, eliminating any chance that the Los Angeles Lakers center might skip a playoff game to witness the birth",birth,126,130,164,168
nw/timex2norm/APW_ENG_20030419.0358,Movement,Transport,He was scheduled to fly on his own to Minneapolis late Saturday,He was scheduled to fly on his own to Minneapolis late Saturday for Sunday's opening game of a first-round playoff series against the Minnesota Timberwolves,fly,20,22,20,22
nw/timex2norm/APW_ENG_20030419.0358,Movement,Transport,he can get to Minneapolis,"Hopefully he can get to Minneapolis, get some rest and be ready to play the first game",get,7,9,17,19
nw/timex2norm/APW_ENG_20030419.0358,Movement,Transport,his expected late arrival in Minneapolis,Teammate Kobe Bryant said he would not be surprised if O'Neal had a big game Sunday despite his expected late arrival in Minneapolis,arrival,18,24,110,116
nw/timex2norm/APW_ENG_20030419.0358,Life,Die,death of O'Neal's maternal grandfather,"The birth comes days after the death of O'Neal's maternal grandfather, Sirlester O'Neal",death,0,4,31,35
nw/timex2norm/APW_ENG_20030422.0469,Contact,Meet,"Jean-Marc de La Sabliere, made the proposal at a Security Council meeting where members heard a briefing by chief U.N. weapons inspector Hans Blix","France's U.N. ambassador, Jean-Marc de La Sabliere, made the proposal at a Security Council meeting where members heard a briefing by chief U.N. weapons inspector Hans Blix and for the first time exchanged views on potentially divisive postwar issues",meeting,66,72,92,98
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,postwar,"France's U.N. ambassador, Jean-Marc de La Sabliere, made the proposal at a Security Council meeting where members heard a briefing by chief U.N. weapons inspector Hans Blix and for the first time exchanged views on potentially divisive postwar issues",postwar,0,6,236,242
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,U.S. war against Iraq,"The surprise move by France, which led opposition to the U.S. war against Iraq, followed last week's call by U.S. President George W. Bush for sanctions to be lifted quickly, so Iraq can trade freely and its oil revenue can be used to finance reconstruction",war,5,7,62,64
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,Iraq just before the war began on March 20,"Secretary-General Kofi Annan ordered all U.N. international staff, including the inspectors, to leave Iraq just before the war began on March 20",war,21,23,123,125
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,war,"Along with France, Russia, Germany and China also strongly opposed the war",war,0,2,71,73
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,war,This is one of the difficult decisions the council will face in the weeks ahead on divisive issues stemming from the war against Iraq,war,0,2,117,119
nw/timex2norm/APW_ENG_20030422.0469,Movement,Transport,"The Bush administration, which accused Blix of hindering its drive for international support for the war, has already sent its own teams to Iraq","The Bush administration, which accused Blix of hindering its drive for international support for the war, has already sent its own teams to Iraq to search for illegal weapons",sent,118,121,118,121
nw/timex2norm/APW_ENG_20030422.0469,Movement,Transport,U.N. inspectors went back to Iraq for the first time in four years in late November and discovered no weapons of mass destruction during 3{ months,U.N. inspectors went back to Iraq for the first time in four years in late November and discovered no weapons of mass destruction during 3{ months of searching,went back,16,24,16,24
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,Iraq's 1990 invasion of Kuwait,The Security Council imposed sanctions after Iraq's 1990 invasion of Kuwait,invasion,12,19,57,64
nw/timex2norm/APW_ENG_20030422.0469,Contact,Meet,meeting,But de La Sabliere said before the meeting that Security Council ``must take into account the new realities on the ground,meeting,0,6,35,41
nw/timex2norm/APW_ENG_20030422.0469,Contact,Meet,"meeting later Tuesday, the council","At another closed-door council meeting later Tuesday, the council was to hear from Benon Sevan, head of the U.N. oil-for-food program, which had been providing food for 60 percent of Iraq's 24 million people",meeting,0,6,31,37
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,fighting,"These include not only Iraq's disarmament and the future of sanctions but the U.N. role in Iraq now that the fighting is over, control of Iraq's oil revenue, and lucrative reconstruction contracts",fighting,0,7,109,116
nw/timex2norm/APW_ENG_20030422.0469,Conflict,Attack,war,"The Bush administration, which accused Blix of hindering its drive for international support for the war, has already sent its own teams to Iraq to search for illegal weapons",war,0,2,101,103
nw/timex2norm/APW_ENG_20030422.0469,Movement,Transport,"all U.N. international staff, including the inspectors, to leave Iraq just before the war began on March 20","Secretary-General Kofi Annan ordered all U.N. international staff, including the inspectors, to leave Iraq just before the war began on March 20",leave,59,63,96,100
nw/timex2norm/APW_ENG_20030422.0485,Contact,Meet,She made the statements after a meeting with the speaker of the Portuguese parliament,"She made the statements after a meeting with the speaker of the Portuguese parliament, Joao Mota Amaral",meeting,32,38,32,38
nw/timex2norm/APW_ENG_20030422.0485,Contact,Meet,Jones met with Defense Minister Paulo Portas on Tuesday,Jones met with Defense Minister Paulo Portas on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday,met,6,8,6,8
nw/timex2norm/APW_ENG_20030422.0485,Contact,Meet,Jones met with Defense Minister Paulo Portas on Tuesday and will meet,Jones met with Defense Minister Paulo Portas on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday,meet,65,68,65,68
nw/timex2norm/APW_ENG_20030422.0485,Conflict,Attack,U.S.-led war,Many are hoping to reap benefits from Portuguese government support of the U.S.-led war to oust Saddam Hussein,war,9,11,84,86
nw/timex2norm/APW_ENG_20030422.0485,Conflict,Attack,war,"Also, Portugal hosted a last ditch pre-war summit in the Azores islands for leaders of the United States, Britain and Spain",war,0,2,39,41
nw/timex2norm/APW_ENG_20030422.0485,Contact,Meet,"summit in the Azores islands for leaders of the United States, Britain and Spain","Also, Portugal hosted a last ditch pre-war summit in the Azores islands for leaders of the United States, Britain and Spain",summit,0,5,43,48
nw/timex2norm/APW_ENG_20030422.0485,Movement,Transport,Jones met with Defense Minister Paulo Portas on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday,Jones met with Defense Minister Paulo Portas on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday,leaving,118,124,118,124
nw/timex2norm/APW_ENG_20030423.0079,Movement,Transport,people arriving from SARS-affected countries,"Nine scanners, developed locally for military purposes, were placed at Singapore's Changi Airport last week to check people arriving from SARS-affected countries",arriving,7,14,124,131
nw/timex2norm/APW_ENG_20030423.0079,Movement,Transport,"Each day about 90,000 people cross the border between Malaysia and Singapore","Each day about 90,000 people cross the border between Malaysia and Singapore",cross,29,33,29,33
nw/timex2norm/APW_ENG_20030423.0079,Movement,Transport,Any person found to be entering Singapore with a high temperature,Any person found to be entering Singapore with a high temperature would be directed to a nearby nurse station for further checks,entering,23,30,23,30
nw/timex2norm/APW_ENG_20030423.0079,Movement,Transport,Any person found to be entering Singapore with a high temperature would be directed to a nearby nurse station,Any person found to be entering Singapore with a high temperature would be directed to a nearby nurse station for further checks,directed,75,82,75,82
nw/timex2norm/APW_ENG_20030423.0079,Life,Die,Singapore has reported 16 deaths,"Singapore has reported 16 deaths, the world's third-highest toll, out of 186 infected from the flu-like illness",deaths,26,31,26,31
nw/timex2norm/APW_ENG_20030423.0079,Life,Die,at least 236 people have died,"Globally, at least 236 people have died and more than 4,000 have become sickened with the illness",died,25,28,35,38
nw/timex2norm/APW_ENG_20030423.0079,Movement,Transport,"bus checkpoints, where passengers are already required to disembark for immigration purposes","Immigration and Checkpoints Authority spokeswoman Ngoon Pei Ling said during the trial period the scanners would be placed at bus checkpoints, where passengers are already required to disembark for immigration purposes",disembark,58,66,184,192
nw/timex2norm/APW_ENG_20030424.0532,Movement,Transport,"Friday, when Kelly was to fly to Seoul","Discussions were scheduled to end Friday, when Kelly was to fly to Seoul the same day to meet with South Korean officials",fly,26,28,60,62
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,"Talks between North Korea, the United States and China ended Thursday","Talks between North Korea, the United States and China ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue",Talks,0,4,0,4
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,"Although North Korea accused the United States of leading the region toward war in its state media, U.S. officials denied reports the talks had broken down",talks,0,4,134,138
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,North Korea also hinted during the meetings,"North Korea also hinted during the meetings that they have nuclear weapons and may conduct a test, a U.S. official said",meetings,35,42,35,42
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,"Earlier, Secretary of State Colin Powell had told a gathering of experts from the Asia-Pacific region that the talks had concluded, leaving the impression there would not be a third day of discussions on Friday",talks,0,4,111,115
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,North Korea should not leave the meetings,"North Korea should not leave the meetings having the slightest impression that they might force us to make a concession we would not otherwise make,'' he added",meetings,33,40,33,40
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,They said reports of a breakdown in the talks were a ``misrepresentation,talks,0,4,40,44
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,the North Koreans implied during the talks,A U.S. official said the North Koreans implied during the talks that they have nuclear weapons and that they may conduct a test,talks,37,41,58,62
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,"Beijing, chief U.S. negotiator, Assistant Secretary of State James Kelly, declined to answer questions, saying only the sides ``had talks","In Beijing, chief U.S. negotiator, Assistant Secretary of State James Kelly, declined to answer questions, saying only the sides ``had talks",talks,132,136,135,139
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,"Chinese Foreign Ministry spokesman Liu Jianchao refused to provide details, but said the talks were ``conducive to mutual understanding and finding ways to resolve the North Korean nuclear question peacefully",talks,0,4,89,93
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,Discussions were scheduled to end Friday,"Discussions were scheduled to end Friday, when Kelly was to fly to Seoul the same day to meet with South Korean officials",Discussions,0,10,0,10
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks are the first high-level U.S.-North Korean contact since tensions over the North's nuclear program spiked six months ago,The talks are the first high-level U.S.-North Korean contact since tensions over the North's nuclear program spiked six months ago over Washington's claim that the North said in October it was trying to develop nuclear weapons in violation of a 1994 pledge,talks,0,4,4,8
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,North Korea to agree to the nuclear talks,Officials from Seoul and Washington say the swift U.S.-led victory in Iraq prompted North Korea to agree to the nuclear talks,talks,36,40,120,124
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,North Korea said the ``master key'' for successful talks was for the United States to drop its hostile policy toward Pyongyang,talks,0,4,51,55
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,talks,"In a likely reference to North Korea's demand for a nonaggression treaty with Washington, KCNA said: ``The U.S. should settle the talks from a sincere stand and strive to settle the essential issue",talks,0,4,130,134
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,Chinese contribution to the discussions,A U.S. official praised the Chinese contribution to the discussions,discussions,28,38,56,66
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,"Ri Gun, deputy director of American affairs for North Korea's Foreign Ministry is representing North Korea at the talks","Ri Gun, deputy director of American affairs for North Korea's Foreign Ministry is representing North Korea at the talks",talks,114,118,114,118
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,the region toward war,"Although North Korea accused the United States of leading the region toward war in its state media, U.S. officials denied reports the talks had broken down",war,18,20,76,78
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,discussions on Friday,"Earlier, Secretary of State Colin Powell had told a gathering of experts from the Asia-Pacific region that the talks had concluded, leaving the impression there would not be a third day of discussions on Friday",discussions,0,10,189,199
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,South Korea and Japan will be able to participate ``when and if'' there is another round of talks,Powell also expressed hope that South Korea and Japan will be able to participate ``when and if'' there is another round of talks,talks,92,96,124,128
nw/timex2norm/APW_ENG_20030424.0532,Contact,Meet,"Friday, when Kelly was to fly to Seoul the same day to meet with South Korean officials","Discussions were scheduled to end Friday, when Kelly was to fly to Seoul the same day to meet with South Korean officials",meet,55,58,89,92
nw/timex2norm/APW_ENG_20030424.0532,Movement,Transport,expelling U.N. inspectors,"The North retaliated by withdrawing from the nuclear Non-Proliferation Treaty, expelling U.N. inspectors and restarting a plutonium-producing reactor",expelling,0,8,79,87
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,the United States that it won't be attacked,"North Korea, which is seeking a guarantee from the United States that it won't be attacked, ratcheted up the threat of conflict in a statement issued by its official Korean Central News Agency accusing Washington of escalating tensions",attacked,35,42,82,89
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,conflict,"North Korea, which is seeking a guarantee from the United States that it won't be attacked, ratcheted up the threat of conflict in a statement issued by its official Korean Central News Agency accusing Washington of escalating tensions",conflict,0,7,119,126
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,war,"The situation on the Korean Peninsula is so tense that a war may break out any moment due to the U.S. moves,'' the KCNA statement said",war,0,2,57,59
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,war in Iraq,KCNA said the war in Iraq had shown the only way for a country to protect itself was to have a strong military deterrent,war,0,2,14,16
nw/timex2norm/APW_ENG_20030424.0532,Transaction,Transfer-Money,Soviet subsidies,"The North also likely wants aid for its economy, which has been crippled by the loss of Soviet subsidies and years of drought and mismanagement",subsidies,7,15,95,103
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,North Korea and China fought against the United States in the 1950,"North Korea and China fought against the United States in the 1950-53 Korean War, which ended without a peace treaty",fought,22,27,22,27
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,North Korea and China fought against the United States in the 1950-53 Korean War,"North Korea and China fought against the United States in the 1950-53 Korean War, which ended without a peace treaty",War,77,79,77,79
nw/timex2norm/APW_ENG_20030424.0532,Conflict,Attack,North Korea and Washington have no formal relations and are still technically at war,North Korea and Washington have no formal relations and are still technically at war,war,81,83,81,83
nw/timex2norm/APW_ENG_20030424.0532,Transaction,Transfer-Ownership,Pyongyang to acquire nuclear weapons,"China, the North's ally and major aid donor, says it doesn't want Pyongyang to acquire nuclear weapons and has appealed for a negotiated settlement to the crisis",acquire,13,19,79,85
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,"Rudolph Giuliani will wed his companion, Judith Nathan, on May 24 in the ex-mayor's old home","Rudolph Giuliani will wed his companion, Judith Nathan, on May 24 in the ex-mayor's old home, Gracie Mansion",wed,22,24,22,24
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,ceremony,"His successor, Mayor Michael Bloomberg, will perform the ceremony",ceremony,0,7,57,64
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,Giuliani-Nathan nuptials,"The Giuliani-Nathan nuptials will be a first for Bloomberg, who is making an exception from his policy of not performing weddings, said Bloomberg spokesman Ed Skyler",nuptials,16,23,20,27
nw/timex2norm/APW_ENG_20030424.0698,Movement,Transport,"Giuliani, 58, proposed to Nathan, a former nurse, during a November business trip to Paris","Giuliani, 58, proposed to Nathan, a former nurse, during a November business trip to Paris_  five months after he finalized his divorce from Donna Hanover after 20 years of marriage",trip,77,80,77,80
nw/timex2norm/APW_ENG_20030424.0698,Life,Divorce,his divorce from Donna Hanover,"Giuliani, 58, proposed to Nathan, a former nurse, during a November business trip to Paris_  five months after he finalized his divorce from Donna Hanover after 20 years of marriage",divorce,4,10,129,135
nw/timex2norm/APW_ENG_20030424.0698,Life,Divorce,divorce,"During the legal proceedings leading up to the divorce, a judge ruled that Nathan could not visit Gracie Mansion, the official mayoral residence, as long as Giuliani's children lived there",divorce,0,6,47,53
nw/timex2norm/APW_ENG_20030424.0698,Life,Divorce,divorce settlement called for Giuliani to pay Hanover,The divorce settlement called for Giuliani to pay Hanover more than $6.8 million,divorce,0,6,4,10
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,his divorce from Donna Hanover after 20 years of marriage,"Giuliani, 58, proposed to Nathan, a former nurse, during a November business trip to Paris_  five months after he finalized his divorce from Donna Hanover after 20 years of marriage",marriage,49,56,174,181
nw/timex2norm/APW_ENG_20030424.0698,Conflict,Attack,"last year, Giuliani said Nathan gave him ``tremendous emotional support'' through his treatment for prostate cancer and as he led the city during the aftermath of the Sept. 11 terrorist attack on the World Trade Center","In interviews last year, Giuliani said Nathan gave him ``tremendous emotional support'' through his treatment for prostate cancer and as he led the city during the aftermath of the Sept. 11 terrorist attack on the World Trade Center",attack,186,191,200,205
nw/timex2norm/APW_ENG_20030424.0698,Transaction,Transfer-Money,Giuliani to pay Hanover more than $6.8 million,The divorce settlement called for Giuliani to pay Hanover more than $6.8 million,pay,12,14,46,48
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,they are planning a wedding in the New York City area this summer,"Last month, she and her fiance  _  an old high school sweetheart  _  invited the press along as they went shopping for wedding bands, saying they are planning a wedding in the New York City area this summer",wedding,20,26,161,167
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,"Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years","Giuliani's first marriage to his second cousin, Regina Peruggi, lasted about 14 years",marriage,17,24,17,24
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,second cousins marry,It was annulled by the Catholic Church because the couple had not obtained a church dispensation required when second cousins marry,marry,15,19,126,130
nw/timex2norm/APW_ENG_20030424.0698,Life,Divorce,Nathan divorced wallpaper salesman Bruce Nathan in 1992,Nathan divorced wallpaper salesman Bruce Nathan in 1992,divorced,7,14,7,14
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,weddings,Giuliani regularly officiated at weddings while in office,weddings,0,7,33,40
nw/timex2norm/APW_ENG_20030424.0698,Life,Marry,weddings,"The Giuliani-Nathan nuptials will be a first for Bloomberg, who is making an exception from his policy of not performing weddings, said Bloomberg spokesman Ed Skyler",weddings,0,7,121,128
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,the 70 crew members on board died,"The submarine was on an exercise when the accident occurred, and ``because of a mechanical malfunction, the 70 crew members on board died,'' the Xinhua report said",died,29,32,133,136
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,the crew died,It did not give further details or say how the crew died,died,9,12,52,55
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,"killed all 70 officers and sailors aboard, the official Xinhua News Agency reported Friday","An accident on a diesel-powered Chinese submarine has killed all 70 officers and sailors aboard, the official Xinhua News Agency reported Friday",killed,0,5,54,59
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,fatal,"There have been rumors going around about the loss of submarines, but this is the first fatal accident that I know of,'' said Cole",fatal,0,4,88,92
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,killed the crew,"McGinty said that the submarine's batteries might have leaked acid that mixed with seawater, creating toxic chlorine gas that killed the crew",killed,0,5,126,131
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,poisoned the crew,"The torpedoes might have leaked propellant that poisoned the crew, he said",poisoned,0,7,48,55
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,loss of all hands,Cole said the loss of all hands suggested the vessel was flooded or sank because of a collision or engineering problem,loss,0,3,14,17
nw/timex2norm/APW_ENG_20030502.0470,Movement,Transport,The vessel already has been towed back to an unidentified port,"The vessel already has been towed back to an unidentified port, Xinhua said",towed,28,32,28,32
nw/timex2norm/APW_ENG_20030502.0470,Life,Die,kill a whole submarine crew,Foreign military analysts said it would be highly unusual for an accident to kill a whole submarine crew while still allowing the vessel to be recovered,kill,0,3,77,80
nw/timex2norm/APW_ENG_20030502.0470,Conflict,Attack,conflict over Taiwan,"In a conflict over Taiwan or some other confrontation, he said, ``China's ability to field a force of even a dozen submarines could pose a big problem for any other naval force",conflict,0,7,5,12
nw/timex2norm/APW_ENG_20030502.0686,Movement,Transport,displaced people,"The draft resolution would limit the U.N. role to helping with refugees and displaced people, reconstruction and humanitarian assistance, the official said",displaced,0,8,76,84
nw/timex2norm/APW_ENG_20030502.0686,Contact,Meet,other U.N. Security Council members who have favored a U.N.-convened conference of the kind that helped establish Afghanistan's post-Taliban government,The proposed draft resolution would probably face resistance from other U.N. Security Council members who have favored a U.N.-convened conference of the kind that helped establish Afghanistan's post-Taliban government,conference,69,78,135,144
nw/timex2norm/APW_ENG_20030502.0686,Contact,Phone-Write,U.S. Defense Secretary Donald H. Rumsfeld discussed the resolution with Prime Minister Tony Blair and Defense Secretary Geoff Hoon on Friday,"U.S. Defense Secretary Donald H. Rumsfeld discussed the resolution with Prime Minister Tony Blair and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region",discussed,42,50,42,50
nw/timex2norm/APW_ENG_20030502.0686,Movement,Transport,"U.S. Defense Secretary Donald H. Rumsfeld discussed the resolution with Prime Minister Tony Blair and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region","U.S. Defense Secretary Donald H. Rumsfeld discussed the resolution with Prime Minister Tony Blair and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region",returned,153,160,153,160
nw/timex2norm/APW_ENG_20030502.0686,Movement,Transport,sent to Iraq,"International stability forces will be sent to Iraq as soon as possible, the U.S. official said, though it was unclear when that would be",sent,0,3,39,42
nw/timex2norm/APW_ENG_20030502.0686,Contact,Meet,Representatives of those countries will meet with British officials May 7 and Polish officials May 22,Representatives of those countries will meet with British officials May 7 and Polish officials May 22 to determine what forces each country will contribute and whether they will be put under British or Polish command,meet,40,43,40,43
nw/timex2norm/APW_ENG_20030502.0686,Business,Start-Org,Six European countries have agreed to contribute troops to the British and Polish sectors to create an international stability force,"Six European countries have agreed to contribute troops to the British and Polish sectors to create an international stability force, the official said",create,93,98,93,98
nw/timex2norm/APW_ENG_20030502.0686,Contact,Meet,"conference Hoon hosted Wednesday with representatives from 16 countries, mostly NATO members","The outlines for the international stability force were decided at a conference Hoon hosted Wednesday with representatives from 16 countries, mostly NATO members",conference,0,9,69,78
nw/timex2norm/APW_ENG_20030502.0686,Transaction,Transfer-Money,Countries in the Gulf Cooperation Council have offered to donate,Countries in the Gulf Cooperation Council have offered to donate money for the effort,donate,58,63,58,63
nw/timex2norm/APW_ENG_20030502.0686,Contact,Meet,Rumsfeld also met Friday with King Abdullah of Jordan,"Rumsfeld also met Friday with King Abdullah of Jordan, an American ally in the Middle East",met,14,16,14,16
nw/timex2norm/APW_ENG_20030502.0686,Conflict,Attack,U.S. special operations raids into western Iraq,"Defense officials say Jordan provided key help in the Iraq war, acting as a staging area for U.S. special operations raids into western Iraq to prevent missiles from being fired at Jordan or Israel",raids,24,28,117,121
nw/timex2norm/APW_ENG_20030502.0686,Conflict,Attack,missiles from being fired at Jordan or Israel,"Defense officials say Jordan provided key help in the Iraq war, acting as a staging area for U.S. special operations raids into western Iraq to prevent missiles from being fired at Jordan or Israel",fired,20,24,172,176
nw/timex2norm/APW_ENG_20030502.0686,Conflict,Attack,"postwar Iraq, although it could contribute to the political resuscitation of the country","U.N. Secretary General Kofi Annan said this week that the body has no interest in policing a postwar Iraq, although it could contribute to the political resuscitation of the country",postwar,0,6,93,99
nw/timex2norm/APW_ENG_20030502.0686,Conflict,Attack,war in Iraq,"Planning for both the U.N. resolution and the international security force left out France, Germany and Russia, three U.S. allies that vehemently opposed the war in Iraq",war,0,2,158,160
nw/timex2norm/APW_ENG_20030502.0686,Conflict,Attack,Iraq war,"Defense officials say Jordan provided key help in the Iraq war, acting as a staging area for U.S. special operations raids into western Iraq to prevent missiles from being fired at Jordan or Israel",war,5,7,59,61
nw/timex2norm/APW_ENG_20030508.0772,Movement,Transport,"33 African immigrants who came ashore Thursday in southern Spain aboard an overcrowded boat, including several pregnant women and other travelers suffering from hypothermia","Police intercepted 33 African immigrants who came ashore Thursday in southern Spain aboard an overcrowded boat, including several pregnant women and other travelers suffering from hypothermia, police said",came,26,29,45,48
nw/timex2norm/APW_ENG_20030508.0772,Justice,Arrest-Jail,Police also arrested two Moroccan men suspected of trafficking in human beings and navigating the Zodiac boat across from Africa,"Police also arrested two Moroccan men suspected of trafficking in human beings and navigating the Zodiac boat across from Africa, Efe said",arrested,12,19,12,19
nw/timex2norm/APW_ENG_20030508.0772,Movement,Transport,the detainees were taken to a processing center,"Red Cross officials administered first aid on the scene, and the detainees were taken to a processing center for the government to begin expulsion proceedings",taken,19,23,80,84
nw/timex2norm/APW_ENG_20030508.0772,Movement,Transport,Tens of thousands of destitute Africans try to enter Spain illegally each year by crossing the perilous Strait of Gibraltar to reach the southern mainland,Tens of thousands of destitute Africans try to enter Spain illegally each year by crossing the perilous Strait of Gibraltar to reach the southern mainland or by sailing northwest to the Canary Islands out in the Atlantic,crossing,82,89,82,89
nw/timex2norm/APW_ENG_20030508.0772,Movement,Transport,Tens of thousands of destitute Africans try to enter Spain illegally each year by crossing the perilous Strait of Gibraltar to reach the southern mainland or by sailing northwest to the Canary Islands out in the Atlantic,Tens of thousands of destitute Africans try to enter Spain illegally each year by crossing the perilous Strait of Gibraltar to reach the southern mainland or by sailing northwest to the Canary Islands out in the Atlantic,sailing,161,167,161,167
nw/timex2norm/APW_ENG_20030508.0772,Movement,Transport,Tens of thousands of destitute Africans try to enter Spain illegally each year,Tens of thousands of destitute Africans try to enter Spain illegally each year by crossing the perilous Strait of Gibraltar to reach the southern mainland or by sailing northwest to the Canary Islands out in the Atlantic,enter,47,51,47,51
